q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
10.853,15.199,14.569,7.850,13.764,0.066,0.017,0.017,0.108,0.031,unm
5.513,9.205,8.781,9.248,4.821,0.012,0.047,0.063,0.070,0.092,unm
15.283,18.006,18.891,14.087,9.168,0.043,0.020,0.043,0.042,0.025,unm
12.058,9.297,6.379,11.244,18.697,0.123,0.148,0.223,0.069,0.023,unm
11.005,5.380,6.007,10.464,16.160,0.034,0.059,0.193,0.032,0.020,unm
17.152,9.625,10.671,14.491,14.298,0.015,0.034,0.072,0.018,0.022,unm
10.876,11.020,13.485,14.119,11.867,0.020,0.031,0.042,0.057,0.080,unm
9.143,12.010,13.906,9.333,7.603,0.001,0.003,0.004,0.000,0.008,unm
14.864,12.114,9.258,10.414,8.683,0.068,0.036,0.051,0.024,0.156,unm
8.849,9.951,7.571,9.442,12.810,0.091,0.059,0.124,0.193,0.039,unm
12.229,9.854,10.274,11.140,11.653,0.021,0.050,0.039,0.035,0.121,unm
13.535,15.361,10.226,10.968,10.391,0.013,0.013,0.027,0.037,0.143,unm
7.549,8.164,6.583,6.558,7.506,0.086,0.018,0.042,0.117,0.036,unm
8.958,7.948,8.216,7.077,9.207,0.006,0.033,0.013,0.108,0.082,unm
8.549,9.394,6.201,6.198,8.550,0.069,0.051,0.068,0.029,0.060,unm
8.750,6.800,7.188,6.636,5.130,0.000,0.000,0.062,0.000,0.000,unm
9.196,13.821,12.393,14.222,12.876,0.070,0.060,0.021,0.045,0.049,unm
9.470,13.642,14.657,9.531,11.705,0.008,0.021,0.020,0.015,0.125,unm
5.190,5.424,7.092,8.146,12.262,0.126,0.071,0.036,0.143,0.030,unm
13.383,13.065,14.784,14.759,13.645,0.042,0.071,0.003,0.002,0.075,unm
9.412,9.745,10.578,9.241,6.927,0.004,0.016,0.011,0.052,0.129,unm
10.697,12.212,17.920,21.446,19.462,0.035,0.084,0.056,0.021,0.089,unm
11.050,8.565,9.690,11.922,11.091,0.025,0.032,0.056,0.004,0.019,unm
9.794,9.982,11.577,16.330,17.344,0.011,0.020,0.054,0.029,0.053,unm
9.295,12.891,11.509,8.424,10.255,0.058,0.013,0.015,0.113,0.091,unm
5.407,9.106,9.378,9.136,8.630,0.046,0.012,0.047,0.030,0.268,unm
13.308,14.272,8.860,10.492,11.275,0.033,0.008,0.065,0.056,0.109,unm
11.750,12.588,12.018,5.763,9.196,0.012,0.040,0.036,0.100,0.070,unm
11.745,13.191,13.996,10.013,9.224,0.016,0.102,0.055,0.044,0.057,unm
11.471,9.351,7.285,14.993,20.449,0.084,0.061,0.134,0.071,0.016,unm
13.610,16.238,12.173,8.431,9.686,0.063,0.075,0.081,0.078,0.016,unm
19.829,16.195,11.877,13.220,15.231,0.014,0.025,0.100,0.039,0.019,unm
12.568,14.371,15.020,10.975,9.872,0.071,0.050,0.051,0.018,0.050,unm
16.287,14.433,12.247,9.055,11.933,0.050,0.017,0.017,0.076,0.045,unm
7.690,9.853,11.866,16.664,12.416,0.049,0.059,0.056,0.013,0.045,unm
8.388,8.063,9.956,13.747,11.099,0.020,0.072,0.150,0.074,0.069,unm
12.756,11.149,10.526,9.857,9.996,0.016,0.008,0.048,0.150,0.059,unm
10.465,10.913,6.754,10.079,12.997,0.028,0.043,0.052,0.040,0.026,unm
9.445,8.940,13.277,15.745,15.350,0.077,0.142,0.066,0.062,0.016,unm
5.735,8.863,10.422,8.596,8.221,0.128,0.056,0.054,0.123,0.080,unm
7.836,10.382,8.307,9.572,8.247,0.111,0.008,0.014,0.007,0.017,unm
9.851,5.953,9.901,11.857,11.569,0.042,0.125,0.068,0.060,0.063,unm
15.249,12.573,16.290,13.462,12.768,0.034,0.008,0.006,0.005,0.129,unm
8.077,9.649,8.568,13.256,15.039,0.060,0.086,0.053,0.051,0.032,unm
12.076,9.492,13.355,14.091,9.689,0.013,0.104,0.006,0.011,0.080,unm
9.037,8.129,7.161,6.457,9.637,0.123,0.026,0.063,0.271,0.179,unm
7.028,8.047,7.689,10.991,17.792,0.108,0.011,0.086,0.053,0.025,unm
13.540,8.317,7.680,7.963,8.692,0.025,0.042,0.057,0.072,0.049,unm
8.939,11.138,10.684,8.246,11.554,0.118,0.006,0.040,0.091,0.069,unm
5.475,8.364,9.016,6.964,8.005,0.100,0.057,0.085,0.054,0.185,unm
12.258,9.205,12.447,14.427,10.202,0.016,0.040,0.032,0.021,0.072,unm
20.471,14.174,13.611,16.070,10.421,0.026,0.140,0.019,0.009,0.015,unm
11.146,10.943,11.696,13.452,15.173,0.034,0.014,0.040,0.014,0.066,unm
12.638,8.325,7.084,7.961,7.234,0.021,0.039,0.033,0.022,0.070,unm
11.186,8.094,8.717,8.485,4.854,0.092,0.043,0.037,0.023,0.063,unm
14.223,12.793,7.693,10.431,11.431,0.011,0.050,0.056,0.058,0.077,unm
8.643,13.157,17.234,12.032,10.037,0.022,0.004,0.003,0.007,0.028,unm
14.100,10.474,14.648,19.858,14.896,0.026,0.150,0.048,0.005,0.033,unm
15.010,15.014,9.166,9.707,9.236,0.020,0.030,0.049,0.056,0.107,unm
8.668,11.046,10.761,11.348,13.895,0.044,0.022,0.048,0.040,0.023,unm
11.279,15.140,18.785,15.387,10.325,0.005,0.052,0.062,0.081,0.302,unm
8.309,12.699,16.076,12.881,12.881,0.043,0.115,0.058,0.052,0.012,unm
10.568,10.311,9.101,7.721,9.337,0.038,0.020,0.037,0.042,0.021,unm
18.331,12.825,9.714,9.562,9.515,0.022,0.028,0.102,0.100,0.101,unm
8.317,7.680,7.963,8.692,8.507,0.042,0.057,0.072,0.049,0.189,unm
9.773,13.533,16.186,10.878,10.339,0.043,0.044,0.032,0.008,0.065,unm
10.829,10.953,7.880,8.195,5.977,0.025,0.139,0.145,0.231,0.045,unm
11.602,13.289,7.936,9.846,10.048,0.018,0.025,0.058,0.053,0.202,unm
6.958,7.765,8.849,9.069,8.610,0.069,0.061,0.064,0.070,0.020,unm
11.580,12.326,11.443,14.989,14.047,0.121,0.056,0.009,0.036,0.047,unm
9.967,9.313,12.070,11.846,8.684,0.022,0.032,0.007,0.013,0.085,unm
24.166,16.275,12.662,11.241,11.908,0.004,0.039,0.006,0.023,0.128,unm
15.030,11.411,12.256,10.168,11.583,0.019,0.014,0.032,0.021,0.009,unm
14.937,11.543,13.019,13.206,11.825,0.021,0.098,0.033,0.016,0.082,unm
8.104,7.566,12.261,13.203,15.624,0.052,0.019,0.011,0.036,0.011,unm
16.010,13.303,7.286,8.620,10.554,0.009,0.023,0.109,0.046,0.050,unm
9.280,13.089,11.796,12.179,15.304,0.235,0.015,0.026,0.008,0.006,unm
14.708,12.514,12.547,9.015,12.532,0.009,0.058,0.049,0.357,0.072,unm
7.214,7.639,13.184,14.220,9.958,0.017,0.040,0.017,0.018,0.096,unm
16.879,13.684,7.073,10.590,17.986,0.022,0.036,0.203,0.072,0.026,unm
7.073,7.007,9.947,11.626,11.647,0.124,0.026,0.022,0.012,0.033,unm
7.887,12.432,15.003,14.130,16.538,0.179,0.063,0.058,0.100,0.050,unm
4.442,11.210,20.099,17.942,14.475,0.098,0.031,0.008,0.035,0.122,unm
14.433,12.247,9.055,11.933,12.096,0.017,0.017,0.076,0.045,0.066,unm
14.298,14.974,17.695,16.925,12.996,0.002,0.031,0.046,0.012,0.004,unm
12.336,14.059,12.503,13.714,13.320,0.178,0.007,0.039,0.055,0.009,unm
11.581,15.803,22.890,15.650,10.310,0.015,0.007,0.008,0.022,0.009,unm
14.654,16.346,15.415,14.609,24.646,0.010,0.035,0.005,0.033,0.001,unm
10.193,9.326,10.477,7.280,7.989,0.011,0.018,0.035,0.200,0.062,unm
7.433,8.358,9.761,11.881,14.295,0.130,0.027,0.052,0.013,0.030,unm
16.961,14.554,19.827,23.976,27.382,0.008,0.028,0.027,0.004,0.011,unm
9.219,12.305,6.948,12.355,10.586,0.085,0.044,0.109,0.021,0.040,unm
17.426,16.993,12.590,9.639,5.834,0.024,0.037,0.017,0.047,0.103,unm
6.802,9.036,7.103,9.289,15.793,0.249,0.242,0.171,0.109,0.022,unm
11.858,11.788,16.599,17.699,11.454,0.018,0.013,0.008,0.012,0.021,unm
13.132,11.738,12.577,12.772,15.856,0.002,0.019,0.035,0.031,0.056,unm
12.836,16.368,15.283,19.819,19.500,0.160,0.013,0.066,0.009,0.003,unm
17.143,14.611,14.505,12.936,12.099,0.044,0.164,0.037,0.219,0.020,unm
10.375,10.048,8.923,12.626,14.009,0.045,0.070,0.078,0.043,0.017,unm
9.685,12.542,9.754,9.368,10.833,0.056,0.037,0.066,0.019,0.036,unm
10.554,11.774,8.538,9.770,11.853,0.081,0.026,0.002,0.004,0.023,unm
15.671,24.181,16.430,9.889,12.117,0.019,0.002,0.005,0.060,0.007,unm
10.569,12.621,9.201,11.253,15.091,0.008,0.016,0.035,0.034,0.060,unm
11.794,8.420,9.082,14.268,14.184,0.059,0.056,0.044,0.038,0.025,unm
10.192,11.969,12.090,10.884,12.699,0.037,0.007,0.010,0.086,0.019,unm
12.272,9.441,11.897,12.600,12.238,0.015,0.073,0.013,0.031,0.039,unm
13.119,10.429,10.172,8.673,9.140,0.110,0.148,0.019,0.008,0.029,unm
12.577,12.297,18.121,21.488,15.312,0.028,0.033,0.057,0.007,0.088,unm
11.779,10.697,12.212,17.920,21.446,0.031,0.035,0.084,0.056,0.021,unm
10.940,14.579,12.511,10.574,11.478,0.040,0.036,0.037,0.116,0.065,unm
9.834,9.545,9.362,11.819,12.975,0.126,0.048,0.019,0.017,0.039,unm
9.709,7.083,9.536,10.177,5.923,0.015,0.078,0.018,0.009,0.058,unm
10.702,9.252,9.560,11.624,13.260,0.032,0.035,0.017,0.024,0.002,unm
15.549,9.958,13.407,11.639,12.824,0.010,0.046,0.023,0.013,0.061,unm
11.572,13.776,16.204,15.713,15.759,0.122,0.141,0.049,0.006,0.010,unm
9.002,11.848,15.319,14.629,13.123,0.060,0.019,0.033,0.124,0.077,unm
12.393,13.091,13.591,11.817,6.035,0.135,0.116,0.031,0.038,0.044,unm
8.059,11.934,12.645,10.221,8.980,0.165,0.018,0.024,0.030,0.073,unm
12.870,12.449,14.301,16.474,15.179,0.041,0.011,0.034,0.075,0.058,unm
8.537,8.375,15.137,13.964,9.745,0.053,0.105,0.030,0.019,0.027,unm
8.221,7.197,9.444,7.235,10.831,0.080,0.224,0.014,0.023,0.021,unm
9.996,10.522,11.599,10.433,14.679,0.059,0.046,0.015,0.029,0.054,unm
6.883,9.372,8.847,9.400,10.258,0.223,0.077,0.052,0.093,0.034,unm
7.621,9.351,11.753,10.523,11.827,0.012,0.011,0.007,0.215,0.011,unm
7.234,8.372,8.954,12.278,10.393,0.070,0.016,0.023,0.036,0.010,unm
9.277,11.405,11.277,12.780,11.833,0.294,0.022,0.089,0.094,0.070,unm
12.733,12.403,12.980,12.836,15.037,0.101,0.035,0.047,0.041,0.044,unm
19.843,25.250,15.750,9.406,9.250,0.006,0.006,0.064,0.063,0.040,unm
16.055,15.070,17.107,11.666,10.177,0.039,0.043,0.017,0.016,0.011,unm
11.908,15.216,10.698,14.280,16.126,0.029,0.015,0.048,0.046,0.031,unm
8.500,11.492,9.766,4.848,7.646,0.206,0.091,0.078,0.215,0.195,unm
15.423,12.892,18.431,13.876,11.230,0.024,0.030,0.005,0.092,0.047,unm
9.043,9.502,9.060,9.573,10.318,0.033,0.047,0.053,0.048,0.055,unm
7.000,8.491,10.771,9.445,8.618,0.145,0.120,0.052,0.072,0.064,unm
13.058,16.165,13.176,6.680,8.042,0.087,0.058,0.068,0.030,0.017,unm
13.362,15.703,11.425,11.516,11.798,0.037,0.035,0.047,0.017,0.059,unm
13.488,15.969,11.923,11.165,7.289,0.009,0.023,0.058,0.092,0.164,unm
10.102,9.582,10.203,11.099,10.276,0.010,0.046,0.018,0.010,0.013,unm
14.882,15.397,12.544,5.269,10.975,0.026,0.052,0.027,0.092,0.050,unm
9.699,10.395,10.356,11.489,8.971,0.023,0.017,0.052,0.028,0.056,unm
15.155,10.293,9.030,8.182,9.610,0.014,0.040,0.024,0.042,0.123,unm
7.378,11.699,16.024,14.149,20.851,0.032,0.003,0.003,0.015,0.002,unm
9.217,7.630,5.915,5.441,9.315,0.159,0.054,0.157,0.112,0.012,unm
14.697,17.664,16.483,14.823,12.252,0.124,0.047,0.007,0.009,0.098,unm
14.629,14.431,10.368,9.384,10.365,0.048,0.011,0.012,0.004,0.091,unm
13.591,8.181,8.193,8.974,8.557,0.035,0.020,0.028,0.010,0.016,unm
12.562,15.137,16.287,14.433,12.247,0.063,0.110,0.050,0.017,0.017,unm
16.275,12.662,11.241,11.908,12.242,0.039,0.006,0.023,0.128,0.085,unm
8.107,9.206,9.815,9.600,8.953,0.065,0.013,0.099,0.071,0.117,unm
6.580,10.565,13.238,8.820,11.147,0.061,0.014,0.023,0.044,0.005,unm
10.044,17.348,20.109,23.163,27.541,0.034,0.037,0.022,0.004,0.003,unm
9.190,11.646,14.545,13.166,13.232,0.096,0.145,0.101,0.022,0.030,unm
12.385,8.328,9.353,11.323,10.691,0.005,0.004,0.103,0.007,0.010,unm
14.431,10.368,9.384,10.365,12.186,0.011,0.012,0.004,0.091,0.002,unm
12.636,13.004,7.949,8.443,6.881,0.015,0.019,0.144,0.051,0.209,unm
10.825,11.999,9.375,10.932,11.887,0.112,0.103,0.017,0.061,0.179,unm
13.114,9.412,9.745,10.578,9.241,0.025,0.004,0.016,0.011,0.052,unm
8.832,8.002,6.447,7.075,6.211,0.019,0.012,0.083,0.018,0.094,unm
13.276,22.959,27.166,18.982,11.032,0.055,0.008,0.003,0.014,0.063,unm
5.872,9.124,9.059,10.313,12.829,0.034,0.006,0.006,0.024,0.041,unm
15.296,13.090,15.066,15.327,14.883,0.024,0.040,0.014,0.012,0.061,unm
15.147,10.591,7.615,6.073,7.651,0.055,0.183,0.037,0.078,0.060,unm
9.492,6.420,7.337,7.506,10.446,0.028,0.151,0.201,0.071,0.010,unm
10.736,10.219,10.639,12.102,10.159,0.136,0.285,0.220,0.011,0.011,unm
10.748,12.114,9.569,17.428,22.541,0.035,0.026,0.094,0.027,0.014,unm
9.259,7.512,8.041,7.662,12.975,0.030,0.044,0.032,0.051,0.030,unm
7.374,10.006,14.681,14.350,9.132,0.035,0.049,0.054,0.085,0.066,unm
7.756,9.990,10.687,11.511,10.770,0.088,0.022,0.032,0.101,0.057,unm
7.801,8.037,9.534,11.368,10.707,0.038,0.070,0.020,0.000,0.001,unm
15.570,11.328,13.996,11.605,7.198,0.048,0.316,0.013,0.009,0.183,unm
7.244,8.038,11.690,13.993,10.121,0.088,0.092,0.058,0.024,0.002,unm
10.957,11.118,11.140,15.684,18.420,0.008,0.034,0.050,0.126,0.029,unm
8.137,11.585,8.421,11.579,11.027,0.073,0.098,0.005,0.072,0.061,unm
15.279,17.471,15.281,11.586,12.153,0.042,0.033,0.037,0.026,0.038,unm
15.509,11.812,13.145,12.601,13.081,0.031,0.024,0.009,0.074,0.014,unm
13.208,10.093,10.727,16.900,14.988,0.010,0.051,0.075,0.003,0.051,unm
8.161,10.363,13.741,9.855,10.766,0.015,0.076,0.035,0.007,0.005,unm
25.496,15.481,9.380,9.219,8.249,0.007,0.062,0.018,0.119,0.130,unm
14.922,9.000,8.901,11.773,12.300,0.024,0.019,0.008,0.045,0.010,unm
10.429,17.583,14.748,9.942,9.610,0.027,0.031,0.054,0.013,0.038,unm
17.556,13.655,9.487,10.219,14.677,0.006,0.047,0.058,0.132,0.047,unm
18.006,18.891,14.087,9.168,10.104,0.020,0.043,0.042,0.025,0.058,unm
7.732,8.374,6.804,9.994,12.068,0.088,0.132,0.006,0.019,0.023,unm
12.450,15.767,15.955,12.709,12.835,0.024,0.007,0.022,0.005,0.020,unm
10.266,11.374,8.084,7.665,10.267,0.118,0.035,0.014,0.090,0.013,unm
12.006,10.345,16.913,22.726,14.077,0.018,0.009,0.002,0.006,0.009,unm
9.854,10.274,11.140,11.653,11.013,0.050,0.039,0.035,0.121,0.060,unm
12.628,12.356,12.616,11.752,12.488,0.023,0.037,0.047,0.106,0.036,unm
13.972,15.626,14.548,11.235,10.844,0.013,0.056,0.045,0.038,0.007,unm
15.820,10.445,14.906,14.384,11.629,0.036,0.030,0.015,0.036,0.026,unm
8.258,11.482,13.261,17.442,13.781,0.077,0.069,0.083,0.052,0.028,unm
12.899,12.926,11.750,12.588,12.018,0.057,0.028,0.012,0.040,0.036,unm
8.899,8.259,10.806,12.348,8.546,0.007,0.010,0.016,0.021,0.055,unm
5.677,7.916,15.102,13.372,7.276,0.347,0.182,0.041,0.055,0.096,unm
11.844,13.203,17.018,13.970,12.187,0.003,0.009,0.002,0.002,0.010,unm
11.211,11.042,11.752,16.780,14.880,0.036,0.065,0.108,0.099,0.012,unm
9.666,9.489,11.396,12.005,15.297,0.021,0.035,0.009,0.037,0.011,unm
10.500,8.023,6.182,6.545,5.223,0.014,0.029,0.027,0.168,0.098,unm
10.677,13.276,22.959,27.166,18.982,0.070,0.055,0.008,0.003,0.014,unm
8.376,9.800,14.889,17.359,17.736,0.075,0.017,0.053,0.025,0.014,unm
16.290,15.217,19.730,13.273,10.825,0.056,0.035,0.019,0.045,0.112,unm
7.629,11.005,12.986,8.003,9.043,0.021,0.017,0.015,0.032,0.033,unm
12.044,11.849,9.635,16.392,13.989,0.037,0.065,0.066,0.018,0.062,unm
5.901,8.077,9.649,8.568,13.256,0.084,0.060,0.086,0.053,0.051,unm
12.043,7.974,11.174,10.807,8.962,0.036,0.035,0.011,0.075,0.062,unm
16.400,13.471,6.817,9.262,11.203,0.028,0.018,0.036,0.038,0.170,unm
17.161,14.344,9.571,9.110,10.973,0.016,0.039,0.026,0.016,0.032,unm
17.559,25.050,29.777,26.861,15.142,0.025,0.014,0.003,0.013,0.169,unm
16.798,15.823,13.463,10.279,5.006,0.023,0.027,0.054,0.084,0.076,unm
10.495,10.061,9.463,19.600,15.714,0.074,0.065,0.140,0.043,0.014,unm
16.434,15.923,9.120,10.399,8.672,0.003,0.001,0.021,0.017,0.095,unm
7.524,10.327,10.335,11.975,9.217,0.165,0.123,0.058,0.125,0.159,unm
13.392,13.233,8.999,13.440,14.516,0.017,0.038,0.096,0.017,0.005,unm
12.278,10.393,10.825,13.436,16.610,0.036,0.010,0.049,0.015,0.022,unm
11.718,15.130,13.011,16.676,12.674,0.012,0.012,0.074,0.022,0.005,unm
9.895,9.981,9.540,9.207,11.528,0.017,0.023,0.053,0.068,0.068,unm
15.448,12.779,11.480,9.149,8.327,0.009,0.059,0.078,0.089,0.039,unm
16.077,16.344,12.015,13.427,19.658,0.088,0.043,0.125,0.065,0.010,unm
11.345,12.572,13.201,11.526,10.050,0.048,0.015,0.029,0.280,0.519,unm
11.624,13.260,11.392,15.435,13.336,0.024,0.002,0.011,0.011,0.004,unm
20.285,15.161,10.071,11.892,17.344,0.032,0.018,0.008,0.018,0.012,unm
7.973,8.897,8.660,13.326,14.559,0.511,0.173,0.030,0.002,0.007,unm
14.197,13.190,9.390,10.379,11.188,0.058,0.026,0.122,0.090,0.010,unm
10.984,7.978,7.894,10.115,10.710,0.014,0.073,0.303,0.079,0.002,unm
9.496,11.121,14.999,11.947,10.336,0.057,0.069,0.025,0.009,0.081,unm
13.315,13.635,19.081,14.989,14.213,0.054,0.174,0.010,0.015,0.006,unm
10.627,11.161,12.778,16.531,16.893,0.024,0.035,0.037,0.039,0.051,unm
16.105,12.576,15.148,12.549,10.920,0.008,0.043,0.073,0.047,0.022,unm
12.972,7.976,10.271,7.731,7.827,0.019,0.049,0.015,0.168,0.254,unm
11.908,12.242,14.091,14.008,13.033,0.128,0.085,0.025,0.014,0.013,unm
9.189,9.480,11.068,8.560,14.578,0.027,0.168,0.068,0.192,0.020,unm
16.831,13.917,12.109,12.846,10.484,0.000,0.002,0.218,0.005,0.072,unm
13.762,17.641,22.716,21.872,17.671,0.055,0.002,0.011,0.016,0.011,unm
7.872,8.246,9.656,10.930,11.862,0.103,0.043,0.103,0.056,0.109,unm
14.877,15.201,11.808,14.434,18.078,0.006,0.006,0.008,0.024,0.029,unm
8.249,9.087,13.105,10.312,10.305,0.162,0.387,0.039,0.027,0.025,unm
19.432,14.796,11.072,13.819,13.837,0.039,0.043,0.026,0.030,0.021,unm
14.136,9.948,8.914,9.587,13.207,0.037,0.017,0.023,0.024,0.055,unm
10.354,10.100,12.810,9.751,8.744,0.022,0.124,0.081,0.067,0.109,unm
8.636,10.612,7.238,8.833,10.112,0.032,0.059,0.177,0.105,0.062,unm
9.985,9.675,11.122,9.684,7.973,0.014,0.025,0.041,0.117,0.511,unm
11.757,11.990,9.060,9.370,13.322,0.019,0.022,0.040,0.020,0.059,unm
10.681,11.540,12.804,12.006,10.345,0.025,0.004,0.002,0.018,0.009,unm
8.277,13.101,12.905,14.001,13.871,0.116,0.035,0.062,0.086,0.057,unm
18.002,20.799,22.905,15.366,9.412,0.057,0.017,0.008,0.033,0.056,unm
6.198,5.720,8.208,12.370,11.005,0.039,0.072,0.100,0.022,0.034,unm
12.315,13.114,9.412,9.745,10.578,0.040,0.025,0.004,0.016,0.011,unm
8.376,12.535,13.188,9.735,12.975,0.151,0.024,0.028,0.096,0.009,unm
11.236,13.498,17.186,11.824,7.658,0.015,0.030,0.195,0.230,0.044,unm
11.734,13.981,18.331,12.825,9.714,0.011,0.081,0.022,0.028,0.102,unm
14.791,11.452,15.702,17.016,16.412,0.003,0.005,0.005,0.002,0.001,unm
17.388,16.995,14.991,17.384,13.373,0.006,0.018,0.017,0.049,0.018,unm
11.418,12.903,14.388,13.315,12.710,0.009,0.033,0.047,0.005,0.013,unm
7.239,9.393,12.364,13.829,11.899,0.115,0.088,0.078,0.076,0.068,unm
8.901,9.977,8.845,7.460,6.446,0.029,0.060,0.123,0.005,0.126,unm
9.326,10.477,7.280,7.989,9.588,0.018,0.035,0.200,0.062,0.057,unm
11.680,10.417,6.893,7.784,7.243,0.114,0.072,0.012,0.016,0.024,unm
14.966,12.215,12.787,12.860,12.858,0.059,0.066,0.011,0.022,0.029,unm
12.455,9.862,11.239,9.453,5.870,0.205,0.033,0.067,0.116,0.262,unm
15.804,17.506,19.642,24.567,16.265,0.019,0.013,0.005,0.003,0.009,unm
10.325,14.029,12.145,9.951,7.856,0.302,0.024,0.036,0.036,0.046,unm
5.204,12.349,12.651,8.455,10.845,0.360,0.005,0.012,0.015,0.001,unm
14.221,12.873,16.252,15.138,15.008,0.018,0.050,0.037,0.055,0.040,unm
9.048,11.360,10.831,10.207,8.118,0.005,0.017,0.045,0.068,0.115,unm
12.536,12.328,11.102,5.901,8.077,0.022,0.036,0.038,0.084,0.060,unm
7.792,11.908,14.030,11.702,8.755,0.043,0.031,0.050,0.043,0.103,unm
13.285,15.170,14.122,17.622,15.808,0.011,0.010,0.031,0.022,0.026,unm
13.827,13.540,8.317,7.680,7.963,0.126,0.025,0.042,0.057,0.072,unm
7.199,11.453,12.113,12.885,14.028,0.071,0.046,0.063,0.010,0.027,unm
16.900,23.291,16.931,9.674,13.818,0.003,0.002,0.003,0.028,0.048,unm
10.357,9.161,8.289,10.170,6.569,0.015,0.039,0.042,0.021,0.034,unm
7.610,9.814,11.680,10.417,6.893,0.052,0.174,0.114,0.072,0.012,unm
14.367,11.602,11.644,8.349,8.978,0.045,0.037,0.051,0.250,0.264,unm
12.935,19.832,13.499,7.494,6.287,0.056,0.007,0.020,0.047,0.075,unm
11.629,13.517,18.614,17.134,11.745,0.022,0.013,0.025,0.007,0.020,unm
16.647,11.096,10.711,11.304,10.878,0.028,0.028,0.071,0.027,0.104,unm
15.142,12.748,8.493,8.032,5.554,0.036,0.015,0.017,0.025,0.035,unm
11.089,10.875,10.766,12.922,15.732,0.005,0.020,0.016,0.065,0.036,unm
6.198,8.550,8.616,7.856,9.791,0.029,0.060,0.034,0.036,0.081,unm
14.417,11.801,9.895,8.886,11.645,0.147,0.048,0.213,0.142,0.015,unm
8.290,7.076,6.590,6.917,7.652,0.032,0.172,0.138,0.207,0.201,unm
8.662,9.145,9.312,9.419,12.119,0.194,0.077,0.035,0.098,0.035,unm
13.881,10.274,8.350,8.347,7.079,0.006,0.035,0.094,0.042,0.202,unm
8.851,9.193,9.794,7.814,8.031,0.076,0.071,0.021,0.075,0.197,unm
19.505,18.886,11.565,12.626,12.463,0.018,0.025,0.037,0.074,0.073,unm
10.321,11.319,9.386,12.927,13.023,0.049,0.036,0.104,0.096,0.085,unm
9.309,9.635,11.293,11.279,9.845,0.174,0.130,0.005,0.005,0.086,unm
10.133,13.868,13.009,8.641,10.427,0.008,0.057,0.025,0.113,0.028,unm
6.925,7.003,8.948,6.332,6.528,0.101,0.287,0.006,0.103,0.058,unm
12.833,14.136,13.951,12.477,8.940,0.013,0.070,0.076,0.049,0.128,unm
11.167,12.039,11.523,11.127,13.023,0.031,0.018,0.059,0.106,0.051,unm
14.988,8.545,10.687,13.797,10.832,0.051,0.074,0.051,0.024,0.055,unm
15.650,10.310,12.150,10.377,7.969,0.022,0.009,0.047,0.086,0.138,unm
8.569,7.711,9.724,8.893,13.307,0.046,0.174,0.034,0.125,0.017,unm
8.576,10.881,12.110,14.898,16.062,0.047,0.043,0.040,0.060,0.068,unm
14.591,11.147,8.482,8.136,9.446,0.069,0.042,0.036,0.046,0.012,unm
12.513,18.306,18.996,13.190,14.631,0.001,0.003,0.001,0.011,0.010,unm
10.177,5.923,8.851,7.331,14.126,0.009,0.058,0.005,0.115,0.009,unm
16.761,17.901,14.636,11.366,15.142,0.014,0.014,0.018,0.172,0.087,unm
11.207,10.811,10.428,7.776,6.896,0.032,0.027,0.022,0.040,0.049,unm
10.512,9.809,11.215,12.058,9.297,0.038,0.208,0.032,0.123,0.148,unm
15.327,8.959,8.920,8.977,8.084,0.059,0.082,0.144,0.022,0.009,unm
10.930,11.862,11.761,8.258,11.482,0.056,0.109,0.066,0.077,0.069,unm
14.476,16.384,18.857,17.825,14.364,0.008,0.028,0.005,0.007,0.026,unm
15.035,14.858,14.882,15.397,12.544,0.024,0.023,0.026,0.052,0.027,unm
17.155,13.813,12.758,13.304,8.277,0.050,0.007,0.105,0.062,0.116,unm
10.629,12.468,11.653,11.577,14.135,0.010,0.002,0.037,0.014,0.035,unm
8.445,10.890,5.010,8.376,5.698,0.253,0.058,0.089,0.037,0.006,unm
9.795,12.666,16.765,13.379,8.135,0.119,0.143,0.040,0.058,0.015,unm
11.810,12.566,13.976,12.846,7.306,0.052,0.027,0.086,0.043,0.038,unm
13.753,9.002,11.848,15.319,14.629,0.040,0.060,0.019,0.033,0.124,unm
6.332,6.528,9.305,13.088,9.836,0.103,0.058,0.011,0.013,0.016,unm
13.373,5.876,8.058,10.256,10.277,0.018,0.219,0.173,0.044,0.005,unm
5.685,8.566,6.130,9.957,13.973,0.174,0.084,0.051,0.043,0.012,unm
9.532,12.302,13.155,9.321,9.683,0.022,0.023,0.078,0.140,0.174,unm
15.818,13.333,16.724,13.955,15.080,0.011,0.024,0.015,0.005,0.027,unm
17.979,19.271,17.176,18.777,14.001,0.021,0.033,0.020,0.016,0.070,unm
9.082,8.296,9.614,11.305,13.558,0.049,0.126,0.225,0.058,0.044,unm
11.774,8.538,9.770,11.853,13.375,0.026,0.002,0.004,0.023,0.055,unm
11.378,11.817,10.205,7.144,7.680,0.073,0.062,0.120,0.213,0.142,unm
8.518,11.076,13.708,15.423,16.069,0.115,0.016,0.013,0.028,0.055,unm
12.025,10.725,12.647,13.211,13.770,0.018,0.128,0.058,0.032,0.018,unm
11.871,6.833,8.236,15.065,15.808,0.061,0.168,0.323,0.062,0.021,unm
13.273,12.005,9.576,11.831,17.276,0.043,0.087,0.053,0.065,0.011,unm
